property,location_area,property_location,total_price,area(sq-ft),price(sqft),face,outside_view,lat,long_,property_link,property_img_link,property_description
"Plot for Sale in Ajmer Road, Jaipur",ajmer road, ajmer road,2100000,999,2102,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/9303475,https://img.squareyards.com/secondaryPortal/IN_638959624902577062-1310250228102810.jpg?aio=w-360;h-250;crop;,"Consider a life of ease and convenience with this 111 square yards plot located on Ajmer Road in Jaipur, available for 21 lakh.This garden-facing property comes with the assurance of 24 x 7 security and CCTV surveillance, ensuring peace of mind for you and your family. Residents will also benefit from a central Wi-Fi connection, making it simple to stay"
"Plot for Sale in Neota, Jaipur",neota, neota,3351000,837,4003,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-93-sq-yd-plot-in-neota/9485217,https://img.squareyards.com/secondaryPortal/IN_638991731933858861-1911250619531953.jpg?aio=w-360;h-250;crop;,"A wonderful 93 Square Yards plot awaits you in the prime location of Neota, Jaipur, offering a peaceful vicinity and a park view for a breakthrough price of 33.51 lakh.This plot is perfect for those who desire a luxury lifestyle and come with amenities such as Kids' Play Areas, a Jogging / Cycle Track, Central Wi-Fi, an Attached Market, a"
"Plot for Sale in Neota, Jaipur",neota, neota,3459000,864,4003,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-96-sq-yd-plot-in-neota/9485220,https://img.squareyards.com/secondaryPortal/IN_638991731933858861-1911250619531953.jpg?aio=w-360;h-250;crop;,"Find a prime spot in Jaipur Neota area, this 96 Square Yards plot is listed for 34.59 lakh and offers a fantastic lifestyle with a park view.Imagine having access to a kids' play area, jogging and cycle track, and central Wi-Fi, all within a peaceful vicinity. The convenience of an attached market and restaurant is just steps away, ensuring you"
"Plot for Sale in Neota, Jaipur",neota, neota,3495000,873,4003,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-97-sq-yd-plot-in-neota/9485221,https://img.squareyards.com/secondaryPortal/IN_638991731933858861-1911250619531953.jpg?aio=w-360;h-250;crop;,"Consider this 97 square yards plot in Jaipur Neota locality as your canvas for a fulfilling life, available now for 34.95 lakh.This prime location offers a peaceful vicinity perfect for those seeking a luxury lifestyle, with the added charm of a park view right outside your future home. You will appreciate the convenience of a wide road leading to the"
"Plot for Sale in Ajmer Road, Jaipur",ajmer road, ajmer road,2233000,1062,2102,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-118-sq-yd-plot-in-ajmer-road/9518263,https://img.squareyards.com/secondaryPortal/IN_638996841794191338-2511250416191619.jpg?aio=w-360;h-250;crop;,"This 118 Square Yards plot on Jaipur Ajmer Road, priced at 22.33 Lac, offers a fantastic chance to craft your dream home in a neighborhood known for its safety and tranquility.Situated in a prime location with a garden view, this plot is perfect for those seeking both a comfortable lifestyle and a sound investment. The area boasts a kids' play"
"Plot for Sale in Ajmer Road, Jaipur",ajmer road, ajmer road,2558000,1215,2105,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-135-sq-yd-plot-in-ajmer-road/9518280,https://img.squareyards.com/secondaryPortal/IN_638996841794191338-2511250416191619.jpg?aio=w-360;h-250;crop;,"What could be a better place to start building your future than this 135 Square Yards plot on Ajmer Road in Jaipur, presenting a wonderful garden view and available for just 25.58 Lac.This is more than just land  it a canvas for your aspirations, located in a prime area known for its safe and secure environment and peaceful surroundings,"
"Plot for Sale in Ajmer Road, Jaipur",ajmer road, ajmer road,2539000,1206,2105,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-134-sq-yd-plot-in-ajmer-road/9518279,https://img.squareyards.com/secondaryPortal/IN_638996841794191338-2511250416191619.jpg?aio=w-360;h-250;crop;,"Here is a 134 Square Yards plot available for sale on Ajmer Road in Jaipur, priced at 25.39 Lac, offering a garden view.This plot is situated in a safe and secure locality with a peaceful vicinity, making it an ideal investment opportunity or the perfect place to build your dream home for a luxury lifestyle. The area boasts convenient amenities"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434233,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"Build your future in Jaipur desirable Sanganer neighborhood with this 170 square yards plot, offered for sale at 1.07 crore.This prime location promises a luxurious lifestyle within a well-maintained, gated society, ensuring both exclusivity and security with 24/7 surveillance and dedicated kids' play areas. Imagine designing a home that perfectly suits your taste, with a pleasant garden view that adds"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434288,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"Secure a prime piece of land in Sanganer, Jaipur, where this 170 square yards plot is ready for your vision at 1.07 crore.Imagine building a home surrounded by the beauty of a garden view, within a well-maintained gated society that offers the luxury lifestyle you deserve. This location provides easy access to everyday conveniences, and with 24x7 security and dedicated"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10500000,1440,7291,,garden view,,,https://www.squareyards.com/resale-160-sq-yd-plot-in-shanti-nagar-sanganer/9422592,https://img.squareyards.com/secondaryPortal/IN_638982138151795804-0811250350155015.jpg?aio=w-360;h-250;crop;,"Your chance to own a piece of Jaipur sought-after Sanganer area is here with this 160 square yard plot, available for 1.05 crore, promising a lifestyle of comfort and security.This property boasts a lovely garden view, ensuring a serene environment, and benefits from essential amenities like dedicated kids' play areas and round-the-clock security, making it ideal for families looking for"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10500000,1440,7291,,garden view,,,https://www.squareyards.com/resale-160-sq-yd-plot-in-shanti-nagar-sanganer/9422595,https://img.squareyards.com/secondaryPortal/IN_638982138151795804-0811250350155015.jpg?aio=w-360;h-250;crop;,"What a fantastic opportunity to secure your future with this 160 square yard plot in Sanganer, Jaipur, priced at 1.05 crore.This is more than just land  its a chance to create a luxury lifestyle in a prime location thats both safe and secure, offering beautiful garden views and peace of mind thanks to 24/7 security. Families will appreciate the"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434306,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"This 170 square yards plot in Sanganer, Jaipur, is available for 1.07 crore and offers a peaceful garden view, perfect for crafting your dream home.Located in a prime gated society, this well-maintained plot provides a foundation for a luxurious lifestyle with tasteful interiors in mind for your future build. Residents will appreciate the convenience of 24x7 security and dedicated kids'"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434281,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"Consider building your dream home on this 170 square yards plot located in Sanganer, Jaipur, priced at 1.07 crore.This well-maintained plot is situated within a prime gated society, offering a sense of security and community living with 24x7 security and kids' play areas. Enjoy the pleasant garden view from your future residence, making it an ideal spot for a luxury"
"Plot for Sale in Ajairajpura, Jaipur",other, ajairajpura,1705000,855,1994,east facing,road view,26.76054467,75.62953748,https://www.squareyards.com/resale-95-sq-yd-plot-in-ganesham-aangan/8687924,https://img.squareyards.com/secondaryPortal/IN_638833811469568721-200525113906396.jpg?aio=w-360;h-250;crop;,JDA AND RERA REGISTERED GATED TOWNSHIP WITH 80% LOAN FACILITY AVAILABLE ALL NATIONALIS BANKS WITH GOOD AMENITIES SUCH AS A-1) SINGLE GATED ENTRY2)CCTV CAMERA 3) GUARD ROOM4) INTERLOCKING TILES ROAD5) UNDERGROUND ELECTRICITY 6) UNDERGROUND SEVERAGE SYSTEM 7) UNDERGROUND WATER CONNECTION 8)RAIN WATER HARVESTING 9)PARK WITH OPEN GYM AREA10)TEMPLE11)6 FEET BOUNDARY WALL WITH 2 FEET WIRE FENCING 12) WATER HEAD TANK FOR WATER SUPPLY 13) ROAD BOTH SIDE
"Plot for Sale in Jagatpura, Jaipur",jagatpura, jagatpura,6557000,1557,4211,,,,,https://www.squareyards.com/resale-1557-sq-ft-plot-in-unicorn-galaxy/9320686,https://img.squareyards.com/secondaryPortal/IN_638963956916940589-1810250248114811.jpeg?aio=w-360;h-250;crop;,"This 1557 square feet plot in Jagatpura, Jaipur, priced at 65.56 Lac, offers a wonderful chance to create your ideal living space or a smart investment. You will have access to great amenities including kids` play areas, a restaurant, and views of water and landmarks, all within a secure environment with dedicated security staff, making it a comfortable and convenient spot"
"Plot for Sale in Jagatpura, Jaipur",jagatpura, jagatpura,6558000,1557,4211,,,,,https://www.squareyards.com/resale-1557-sq-ft-plot-in-unicorn-galaxy/9320696,https://img.squareyards.com/secondaryPortal/IN_638963956916940589-1810250248114811.jpeg?aio=w-360;h-250;crop;,"This 1557 square feet plot in Jagatpura, Jaipur, priced at 65.56 Lac, offers a wonderful chance to create your ideal living space or a smart investment. You will have access to great amenities including kids` play areas, a restaurant, and views of water and landmarks, all within a secure environment with dedicated security staff, making it a comfortable and convenient spot"
"Plot for Sale in Ramchandpura, Jaipur",ramchandpura, ramchandpura,4440000,999,4444,east facing,road view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-unique-city-nri-villas/9199726,https://img.squareyards.com/secondaryPortal/IN_638937180244586803-170925030024024.png?aio=w-360;h-250;crop;,"Right in Ramchandpura, Jaipur, plot number 187 offers a wonderful chance to build your dream with its 111 Square Yards of space and a very attractive price of 44.4 Lac.This plot faces the road, making it easily accessible, and sits within a gated society that provides peace of mind with its 24 x 7 security and CCTV surveillance. You'll find"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434275,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"Right now, you have the chance to own a 170 square yards plot in the sought-after Sanganer area of Jaipur, available for 1.07 crore, offering a garden view and access to a kids' play area and 24x7 security within a well-maintained, gated society.This property is perfect for those looking to build a home that reflects a luxury lifestyle, with tasteful"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10700000,1530,6993,,garden view,,,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434310,https://img.squareyards.com/secondaryPortal/IN_638983961047148508-1011250628242824.jpg?aio=w-360;h-250;crop;,"Secure your slice of tranquility with this 170 square yards plot in the sought-after Sanganer area of Jaipur, now available for 1.07 crore.Imagine designing your perfect home with a peaceful garden view, surrounded by the conveniences of a well-maintained, gated society that offers 24/7 security and dedicated kids' play areas for family enjoyment. This prime location in Jaipur is ideal"
