property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,has_balcony,area_type,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,floor,furnished_status,property_status,marble_floor,property_link,property_description
 Builder Floor ,"3 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,7500000,5000,1500,3,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-builder-floor-in-vaishali-nagar/9803830,"Discover a practical living solution with this semi-furnished builder floor in the sought-after Vaishali Nagar area of Jaipur.Priced attractively at 75 lakh, this property spans 1500 square feet, offering a comfortable layout with three bedrooms and two bathrooms.The builder floor, constructed between two to four years ago, represents modern construction and efficient design, making it a sensible choice for homeowners"
 Builder Floor ,"3 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,8270000,5000,1654,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1654-sq-ft-builder-floor-in-vaishali-nagar/9804041,"Embrace a balanced lifestyle with this 3 bedroom, 2 bathroom builder floor in Vaishali Nagar, Jaipur, offered at 82.7 Lac.This semi-furnished 1654 square feet home provides ample space for comfortable living, complete with one dedicated parking spot.Situated in a well-established neighborhood, it offers a practical layout for families and individuals seeking a peaceful environment.The property's age of 2 to 4"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8760000,5000,1752,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1752-sq-ft-builder-floor-in-sirsi-road/9815644,"This builder floor offers a practical living solution in Jaipur's Sirsi Road area, ideal for families looking for space and convenience.The property spans 1752 square feet and comes semi-furnished, making it easier to settle in quickly.With three bedrooms and two bathrooms, there is ample room for everyone.The included parking space adds to the everyday ease of living.Constructed within the last"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8000000,5000,1600,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-builder-floor-in-sirsi-road/9815619,"This builder floor on Sirsi Road offers a practical living solution for a small family or couple.It features three bedrooms and two bathrooms, providing adequate space for daily routines.The property comes semi-furnished, which means essential fixtures are already in place, simplifying the move-in process.A dedicated parking space for one vehicle is included, adding to the overall convenience.Located in Jaipur, this"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8140000,5000,1628,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1628-sq-ft-builder-floor-in-sirsi-road/9815621,"Consider a smart investment opportunity with this 3-bedroom, 2-bathroom builder floor located in Sirsi Rd, Jaipur.Priced at 81.4 lakh, this semi-furnished property spans 1628 square feet, offering ample space for a growing family or as a rental income generator.The construction is relatively new, built between two and four years ago, suggesting modern building standards and fewer immediate maintenance concerns.With one"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8440000,5000,1688,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1688-sq-ft-builder-floor-in-sirsi-road/9815635,"A spacious 3-bedroom, 2-bathroom builder floor is available for sale in Sirsi Rd, Jaipur, offering 1688 square feet of living space for 84.4 lakh.This semi-furnished home, built between 2 to 4 years ago, features one dedicated parking space and is ideal for families seeking comfort and convenience.The location in Jaipur provides a promising environment for a peaceful lifestyle.This property is"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,7665000,5000,1533,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1533-sq-ft-builder-floor-in-sirsi-road/9815590,"This builder floor presents a compelling investment in Jaipur's real estate market, located in the developing area of Sirsi Road.Priced at 76.65 lakh, this semi-furnished property offers 1533 square feet of living space, featuring three bedrooms and two bathrooms, ideal for a growing family or as a rental unit.The inclusion of one dedicated parking space enhances its practical appeal.Being a"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,7590000,5000,1518,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1518-sq-ft-builder-floor-in-sirsi-road/9815396,"This 3 bedroom, 2 bathroom builder floor on Sirsi Road offers a blend of comfort and practicality for homeowners in Jaipur.Priced at 75.9 lakh, this semi-furnished property spans 1518 square feet, providing ample room for families to thrive.The building, constructed between 2 to 4 years ago, signifies modern standards and durability.With 1 dedicated parking space, your vehicle will always have"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8290000,5000,1658,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1658-sq-ft-builder-floor-in-sirsi-road/9815629,"This three bedroom, two bathroom semi-furnished builder floor in Sirsi Road, Jaipur, Rajasthan, India is available for sale at 82.9 lakh.Spread across 1658 square feet, this ground floor property offers ample living space with one parking spot included.Built between 2 to 4 years ago, this home provides a comfortable and convenient living experience."
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8115000,5000,1623,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1623-sq-ft-builder-floor-in-sirsi-road/9815623,"Discover a rewarding investment opportunity with this semi-furnished 3 bedroom, 2 bathroom builder floor located on Sirsi Road in Jaipur, Rajasthan.Spanning a generous 1623 square feet, this property presents a compelling option for buyers seeking value in a developing area.Priced at 81.15 lakh, it offers ample living space for families or for those looking to generate rental income.The builder floor"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,5890000,5000,1178,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1178-sq-ft-builder-floor-in-sirsi-road/9814947,"This 2-bedroom, 2-bathroom builder floor on Sirsi Road, Jaipur, is available for sale at 58.9 Lac, offering 1178 square feet of living space that is semi-furnished, providing a practical starting point for personalizing your home.The property is between 2 to 4 years old, indicating modern construction and design suitable for contemporary living.Its functional layout is ideal for individuals or small"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,5985000,5000,1197,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1197-sq-ft-builder-floor-in-sirsi-road/9814949,"Consider this 2 bedroom, 2 bathroom builder floor on Sirsi Road, Jaipur, a solid investment with 1197 square feet of living space.Priced at 59.85 lakh, this semi-furnished property is 2 to 4 years old, offering a modern living experience.It includes one dedicated parking space, adding convenience for residents.The locality of Sirsi Road is known for its growing infrastructure and accessibility,"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,6345000,5000,1269,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1269-sq-ft-builder-floor-in-sirsi-road/9814963,"Experience comfortable living in this 2-bedroom, 2-bathroom semi-furnished builder floor located on Sirsi Road in Jaipur.Spanning 1269 square feet, this property is ideal for those seeking a well-appointed home.The construction is relatively new, aged between 2 to 4 years, ensuring modern design and fittings throughout.This home is ready for you to make it your own, offering a practical layout for"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,5405000,5000,1081,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1081-sq-ft-builder-floor-in-sirsi-road/9814928,"Experience comfortable living in this 2-bedroom, 2-bathroom builder floor situated on the ground level in Jaipur's Sirsi Road neighborhood, spanning 1081 square feet and available for 54.05 lakh.This semi-furnished home, built within the last 2 to 4 years, offers a practical layout and includes one dedicated parking space for your convenience.The property’s age suggests modern construction and amenities, ready for"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,5025000,5000,1005,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1005-sq-ft-builder-floor-in-sirsi-road/9814913,"This semi-furnished builder floor on Sirsi Road in Jaipur offers a practical living space for its price.The property features two bedrooms and two bathrooms, providing adequate room for a small family or couple, along with one dedicated parking spot.With 1005 square feet of area, there is a comfortable amount of living space.The home includes one dedicated parking spot.This property is"
 Builder Floor ,"2 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,5060000,5000,1012,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1012-sq-ft-builder-floor-in-sirsi-road/9814914,"This semi-furnished builder floor on Sirsi Road offers a compelling combination of size and price for buyers in Jaipur.With 1012 square feet of living space, the home provides two bedrooms and two bathrooms, a functional layout suitable for small families or couples.The inclusion of one dedicated parking spot adds to the convenience for residents.This property, with an age of 2"
 Builder Floor ,"3 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,8185000,4999,1637,3,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1637-sq-ft-builder-floor-in-vaishali-nagar/9804036,"Consider this 1637 square feet builder floor in Vaishali Nagar for your next purchase, offering three bedrooms and two bathrooms for comfortable living.This semi-furnished property, built within the last two to four years, presents a modern and practical living space for families.The inclusion of one dedicated parking spot ensures convenience for your vehicle.Priced at 81.84 lakh, this home is situated"
 Builder Floor ,"3 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,7860000,4999,1572,3,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1572-sq-ft-builder-floor-in-vaishali-nagar/9803948,"This builder floor offers a comfortable and practical living solution in the desirable Vaishali Nagar area of Jaipur, presenting a compelling option for families or individuals seeking a well-appointed home.Priced at 78.59 lakh, this semi-furnished property spans 1572 square feet and features three bedrooms and two bathrooms, providing ample space for daily living and entertaining.The builder floor, which is between"
 Builder Floor ,"3 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,7810000,4999,1562,3,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1562-sq-ft-builder-floor-in-vaishali-nagar/9803932,"Secure your next home in Vaishali Nagar, Jaipur with this 3-bedroom, 2-bathroom builder floor offering 1562 square feet of living space for 78.09 lakh.This semi-furnished property, built between two and four years ago, provides ample room for a growing family or those who appreciate generous living areas.You will find dedicated parking for one vehicle, adding to the overall convenience.The thoughtful"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8500000,5000,1700,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1700-sq-ft-builder-floor-in-sirsi-road/9815637,"Secure your future with this 3-bedroom, 2-bathroom builder floor in Sirsi Road, Jaipur, available for 85 lakh.Spanning 1700 square feet, this semi-furnished home offers ample space for a growing family or for those who enjoy a bit more room.Built within the last 2 to 4 years, it presents a modern living opportunity with a dedicated parking spot for your convenience.The"
 Builder Floor ,"3 BHK Builder Floor for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,8925000,5000,1785,3,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1785-sq-ft-builder-floor-in-sirsi-road/9815695,"A spacious 1785 square feet builder floor awaits in Sirsi Rd, Jaipur, presenting a practical investment for your future.This semi-furnished home offers three bedrooms and two bathrooms, providing ample room for a growing family or for hosting guests.Built within the last two to four years, it ensures a relatively modern living experience with minimal immediate maintenance concerns.The property includes one"
